,"\"Igual hoy tuve que ir a trabajar...\\ud83d\\ude14\\ud83d\\ude14\\ud83d\\ude14....\\n\\u00bf Est\\u00e1 es la paz de messi ? \\ud83d\\ude44\\ud83d\\ude44\\ud83d\\ude44\\ud83d\\ude44\\ud83d\\ude44\""
,"\"Miro las fotos de Messi con la copa y no puedo creer todav\\u00eda. Parecen las editadas que aparec\\u00edan hace unos a\\u00f1os\""
,"\"q raro q louis no apareci\\u00f3 con un tweet halagando a messi\""
,"\"ni agua a los q le tiraron mierda a messi \\nhttps://t.co/nL8Ikymeia\""
,"\"Messi. 6 botines de oro!. El \\u00fanico jugador, en toda la historia del f\\u00fatbol,que m\\u00e1s lauros ha obtenido. Le sigue, Cristiano Ronaldo, con 4. Todo dicho, por si faltara algo, en el historial de este GENIO!!!. ABRAZOS.\""
,"\"Las historias del sorteo de O Son do Cami\\u00f1o son peores que las de Messi ganando el mundial\""
,"\"La gente sufre por gusto ya gano Messi.....superenlo....nadie le va a quitar lo q el mismo se gano\""
,"\"No se que se viene primero si el cuadro de Messi con la copa para mi living o el tatuaje\""
,"\"\\u00a1La resaca del Argentina-Francia! Final hist\\u00f3rica, Leo Messi, r\\u00e9cords... https://t.co/z6S8RxoZf5\""
,"\"Ver a Cristiano y a Messi jugar en en vida y ser contempor\\u00e1neo a esta \\u00e9poca es lo m\\u00e1s bonito que me pudo haber pasado \\ud83d\\udc10\\ud83d\\udc10\\u2764\\ufe0f\""
,"\"Las dos Competiciones m\\u00e1s importantes: \\n\\n- Mejor jugador de los Mundiales? Pele\\n\\n- Mejor jugador de la Champions League? Cristiano Ronaldo \\n\\nEn ninguna de las dos competiciones m\\u00e1s importantes Messi es el mejor, pero te dir\\u00e1n los de la propaganda que es el \\u201cGOAT\\u201d #Marketing\""
,"\"Se est\\u00e1n demorando en Colombia para promocionar los lugares que visit\\u00f3 Lionel Messi en el sudamericano de 2005 donde estuvo el nuevo campe\\u00f3n del mundo \\ud83e\\udd23\""
,"\"Messi y compa\\u00f1\\u00eda  llega ma\\u00f1ana a Guatemala y estar\\u00e1 de aldea en aldea agradeciendo cada cohete, bomba y disparos que hicieron  ayer, est\\u00e9n pendientes de recibirlos.\""
,"\"messi te amo con todo lo q soy hermano \\u2764\\u200d\\ud83e\\ude79\""
,"\"El emocionante video de la Conmebol dedicado a Lionel Messi https://t.co/Hv15YDLQUA\""
,"\"jajajaja me voy a recibir a messi con la copa Navidad y a\\u00f1o nuevo me chupa la pija\""
,"\"Las burlas a periodista (anti Messi) Tom\\u00e1s Roncero por desastrosa predicci\\u00f3n de Qatar 2022  https://t.co/4n1A5oXxIN\""
,"\"auronplay en videollamada con messi omg https://t.co/4u7jcpPtZT\""
,"\"Aqu\\u00ed estoy alentando c\\u00f3mo siempre, yo soy ese que se amaneci\\u00f3 varias veces para verte jugar en el Barcelona a la ma\\u00f1ana, muchas gracias por hacerme el hombre m\\u00e1s feliz del mundo \\ud83d\\udc51\\u2665\\ufe0f\\ud83c\\udde6\\ud83c\\uddf7 te amo Lionel Andr\\u00e9s Messi. \\n\\nPD: mi hijo se llama igual que vos por qu\\u00e9 te amo, Lionel Andr\\u00e9s\""
,"\"gracias messi una vez m\\u00e1s al toke como 100pre. https://t.co/yEuh6amATy\""
,"\"Imag\\u00ednate ganar tu primer mundial a los 18 a\\u00f1os, llegar a otra final a los 23,  ser el jugador m\\u00e1s caro del mundo, ser goleador del mundial y hacer 3 goles en una final del mundial y que sigan diciendo que Messi es el mejor jugador.\""
,"\"Bueno sigo sin creer que Lionel Messi es campe\\u00f3n mundial, que felicidad tan hpta.\\u2764\\ufe0f\\u200d\\ud83d\\udd25\""
,"\"Tantos a\\u00f1os peleando para esto \\ud83d\\ude0d\\nTe amo Messi https://t.co/MgokXTrvZV\""
,"\"Que decimos de este se\\u00f1or ???\\nLeo Messi. #GOAT\\ud80c\\udcf5\\nUn jugador para la eternidad !!! \\n\\ud83d\\udc4f\\ud83d\\udc4f\\ud83d\\udc4f\\ud83d\\udc4f\\ud83d\\udc4f\\ud83d\\udc4f\\ud83d\\ude4c\\ud83d\\ude4c\\ud83d\\ude4c\\ud83d\\ude4c\\ud83d\\ude4c\\ud83d\\ude4c https://t.co/BirM4xpVRl\""
,"\"El barca presume a Messi en sus redes como esa ex t\\u00f3xica que sigue subiendo fotos con su ex esperanzada que van a regresar y el ex ya tiene otra relaci\\u00f3n m\\u00e1s bien (Messi con el PSG).\\n\\ud83d\\ude02\\ud83d\\ude02\\ud83d\\ude02\\ud83d\\ude02\\ud83e\\udd23\\ud83e\\udd23\\ud83e\\udd23\\ud83e\\udd23\\ud83e\\udd23\\ud83e\\udd23 https://t.co/bbmtdDh2ar\""
,"\"\\ud83c\\udfc5 Mejor jugador: Messi\\n\\ud83d\\udca5 Jugador revelaci\\u00f3n: Ounahi/Amrabat\\n\\ud83d\\udc4e Jugador decepci\\u00f3n: Cristiano Ronaldo\\n\\ud83d\\udc51 Mejor selecci\\u00f3n: Argentina\\n\\u26a1\\ufe0f Selecci\\u00f3n revelaci\\u00f3n: Marruecos\\n\\u274c Selecci\\u00f3n decepci\\u00f3n: Belgica/Alemania\\n\\ud83d\\udc54 Mejor seleccionador: Scaloni\""
,"\"Un dia antes del partido rufi se bajo del auto y le dijo a mi amiga \\u201caguante racing, aunque yo soy de messi\\u201d casi la morfo de amor ella entiende todo\""
,"\"El jevo mio dijo q si ganaba Messi me iba a pre\\u00f1ar, q hago yo ahora Dios mio\""
,"\"El debate no se acab\\u00f3 ayer, el debate nunca existi\\u00f3, CR7 es un jugador excelente pero no ha estado nunca cerca de Messi y nunca lo estar\\u00e1. Le duela a quien le duela. https://t.co/KSOwBMnl0B\""
,"\"\\\"\\u00bfD\\u00f3nde est\\u00e1 Messi?\\\": el emotivo video de la Conmebol tras la coronaci\\u00f3n argentina https://t.co/DSCI8HFktw\""
,"\"Ese tal Messi,ya me sabe a fisico pop\\u00f3.\""
,"\"@libermanmartin a mamarrrrr con Messi cabroooonnn https://t.co/zgggRkBcOL\""
,"\"Messi tiene la copa del mundo y yo tengo a la mejor novia del mundo https://t.co/pljdOyynD9\""
,"\"Para ver cu\\u00e1l es el mejor \\nEntre PEL\\u00c9 MARADONA O MESSI.. SIMPLEMENTE BADTA CON MIRAR LOS TITULOS DE CAMPE\\u00d3N DEL MUNDO DE FUTBOL...AL FIN Y ALCABO ES LO QUE CUENTA.\""
,"\"Quien pudiera ser Anto Roccuzzo, besar la copa y besarlo a Messi.\\ud83e\\udd72\""
,"\"Messi lucho 15 a\\u00f1os para darnos esta alegria, seria una falta de respeto festejar poco\""
,"\"Banda se cancela la depre, ya gan\\u00f3 Argentina y fuimos felices viendo a Messi. \\ud83e\\udef6\\ud83c\\udffb\""
,"\"Giovanni Simeone \\ud83c\\uddee\\ud83c\\uddf9\\ud83c\\udde6\\ud83c\\uddf7 era un Maradona virtual de Napoli. Si hubiera anotado ser\\u00eda una repetici\\u00f3n perfecta de 1986, pero ni siquiera jug\\u00f3. Sin embargo, las victorias de Maradona fueron diferentes. #CopaMundialFIFA Dimaria Dembele BuenosAires Martinez Messi https://t.co/XT1F3NSouT\""
,"\"Nunca superar\\u00e9 el video de Messi diciendo que no tiene ni un mango JAJAJAJAJA que ser\\u00e1 de nosotros si el no tiene ni un mango \\ud83d\\ude02\\ud83d\\ude02\\ud83d\\ude02\\ud83d\\ude02\\ud83d\\ude02\""
,"\"te quiero auron fan de messi https://t.co/vLxPK91Ssw\""
,"\"#MESSI Cuadro Futbol Messi C/vidrio 30x40 Mundial | LAMOMADECO https://t.co/DPMQgGJyXA\""
,"\"C\\u00f3mo chingan con Messi , paso cabrones.\""
,"\"c\\u00f3mo les cerr\\u00f3 el orto Messi a todos los periodistas\""
,"\"Hasta antes de Scaloni, no era Messista, nunca lo fui. Pero el Messi que canta el himno, que busca ro\\u00f1a, que se r\\u00ede en la cancha, el l\\u00edder que vimos todos me produce una emoci\\u00f3n profunda, me identifica.\""
,"\"Messi a cumplir https://t.co/oZh1y2A7GO\""
,"\"Acabo de elegir el camino de la felicidad: patear un final a febrero e ir a ver a Messi\""
,"\"#Mundial2022 Un diario franc\\u00e9s dice que el segundo gol de Messi debi\\u00f3 ser anulado por invasi\\u00f3n al campo de juego de los suplentes de #ARG La verdad que el arbitraje del polaco dej\\u00f3 mucho que desear, pero esto ya es de mal perdedor.\""
,"\"Jajsjs me dio gracia q cuando critiqu\\u00e9 a los fan\\u00e1ticos del f\\u00fatbol me pusieran fotos de Messi en plan XD bro\""
,"\"Messi, Di Mar\\u00eda y el dibu felices me dan a\\u00f1os de vida\\ud83d\\udc99\""
,"\"Hoy escuch\\u00e9 muchas personas decir, que Messi es el mejor de la historia,  no creo que sea el mejor de la historia pero si el mejor en estos tiempos, los mejores de la historia son PELE y Diego Maradona.\""
,"\"Se me caen las lagrimas! #Messi #QatarWorldCup2022 \\nGracias @CONMEBOL https://t.co/7B7hdKYV7E\""
,"\"La foto que los periodistas no quer\\u00edan ver \\ud83d\\ude1c\\nHablaron pelotudeces de Messi \\nY ahora como les qued\\u00f3 el ojo?\\nTE BANCO A MORIR CAPIT\\u00c1N \\u2764\\ufe0f\\nEs tuya campe\\u00f3n disfr\\u00fatala \\ud83c\\udfc6\\ud83e\\udd47\\n@Ieomessiok https://t.co/kBYeujA1M6\""
,"\"Hoy, m\\u00e1s que nunca, empecemos reconocer a los logros como consecuencia de que alguien hace las cosas bien y no porque se puso calzoncillos con lunares o porque evit\\u00f3 cruzarse con un tipo...\\n\\\"La superstici\\u00f3n es la religi\\u00f3n de los ignorantes\\\"\\n#SeleccionArgentina \\n#Messi\""
,"\"Que mal hice en mi vida para no merecer a un hombre que me trate como Messi a Antonela?\\ud83e\\udd7a\""
,"\"Felicidades a Argentina!! \\ud83c\\udfc6\\ud83c\\udfc6Leo Messi el mejor de la historia \\ud83d\\udc10 https://t.co/cts7AxGOOM\""
,"\"Messi se fue para Doha y con la copa se quedo.\""
,"\"Acu\\u00e9rdense que el Pat\\u00f3n Guzm\\u00e1n firm\\u00f3 un contrato donde dice q si Messi viene a Newells \\u00e9l se vuelve...\""
,"\"La pol\\u00e9mica est\\u00e1 que arde ahora que finaliz\\u00f3 #Qatar2022 \\u00bfDebi\\u00f3 anularse o no el gol de Messi?\\n\\n#Uruguay #CopaMundialFIFA #FIFAWorldCup\\n\\nhttps://t.co/GzKmE2ZfGL\""
,"\"Si lo que reclamaban era el t\\u00edtulo de campe\\u00f3n mundial para acreditar a Lionel Messi como el mejor de la historia, pues ya lo tiene. \\n\\n\\u00bfQu\\u00e9 m\\u00e1s excusas van a sacar para reconocerlo?\""
,"\"hay algo que no veo que digan en ning\\u00fan lado y estoy casi seguro de que es as\\u00ed y es que Messi es el jugador que m\\u00e1s minutos jug\\u00f3 en un mismo mundial en toda la historia\""
,"\"Cerruti tild\\u00f3 de \\u201cviejo\\u201d a Messi para saludarlo por ser campe\\u00f3n https://t.co/VroGpm9kPV\""
,"\"\\ud83d\\udd35 ARGENTINA CAMPE\\u00d3N DEL MUNDO:\\nAS\\u00cd FESTEJARON EL T\\u00cdTULO LOS PRINCIPALES REFERENTES SINDICALES\\n\\n\\u25ba M\\u00e1s \\ud83d\\udc47\\n\\n#Campeones #Argentina #Messi #Scaloni #Selecci\\u00f3n #CTA #HugoYasky #CTAaut\\u00f3noma #CachorroGodoy #CGT #H\\u00e9ctorDaer @CGTArgOficial @CTAok @CTAAutonoma  \\nhttps://t.co/1IfvC1pjCF\""
,"\"Miro y miro cosas de la selecci\\u00f3n lloro de tanta alegr\\u00eda esa piel de gallina ver a messi levantar la copa es algo que todo los argentinos quer\\u00edamos te amo selecci\\u00f3n \\ud83d\\ude2d\\u2665\\ufe0f\\ud83c\\udde6\\ud83c\\uddf7\""
,"\"Necesito ya un \\\"Goles en contexto\\\" de Di Mar\\u00eda o Messi\""
,"\"quiero saber que piensan todos los anti messi ahora\""
,"\"Hoy vino messi al stream y se sac\\u00f3 esta selfie con auron\\nLos que digan que es un filtro, son envidiosos https://t.co/Ii6FH3hkLM\""
,"\"Si era una quite\\u00f1a era offside \\n#FIFAWorldCup #Messi\\ud80c\\udcf5 #ArgentinaCampeonDelMundo #ARGFRA #VamosArgentina #Qatar2022 https://t.co/UEynM1O9Eu\""
,"\"C\\u00f3mo chingan con Messi , ya pas\\u00f3 cabrones\""
,"\"Es incre\\u00edble, todavia no caigo que vimos a MESSI LEVANTAR LA COPA DEL MUNDOOOO\""
,"\"entre tanta locura, ansiedad, VAR, y el caos del empate posterior, nadie pudo gritar el tercer gol de Messi... \\ndemencial...\""
,"\"Mejores periodistas y futbolistas del mundo: EL MEJOR MUNDIAL DE LA HISTORIA\\nHaters de Messi (Con un RM en su @): MUNDIAL DE VERG\\u00dcENZA\""
,"\"Yo nunca hab\\u00eda apoyado a Argentina en un mundial hasta este a\\u00f1o, que por que? Bueno, primero me gusta el f\\u00fatbol y se lo que significaba que Messi ganara el \\u00fanico t\\u00edtulo que le faltaba y segundo le\\u00ed de muchos venezolanos que viven all\\u00e1 que los argentinos los tratan de maravilla\""
,"\"Todos los yanquis en tiktok nos apoyan porque diagnosticaron a Messi con autismo JAJAJAJAJA\\nSe gastan solos\""
,"\"Messi logro que aquel ni\\u00f1o se fue a llorar al sill\\u00f3n en 2014 estuviera sonriendo como bobo cuando levantaban la copa\""
,"\"Woke: Descripci\\u00f3n gr\\u00e1fica.\\n\\nMessi en Disney.\\n\\n___\\n* o sea, no es real, no hay una pelicula o serie de Disney en curso, pero as\\u00ed ser\\u00eda, conforme a los mandatos, lineamientos y directrices \\\"woke\\\". https://t.co/KNhoUPePvR\""
,"\"Hasta fin de a\\u00f1o re gede voy estar con las fotos de messi\""
,"\"vi a messi ser campeon del mundo mi vida ya esta completa\""
,"\"GRACIAS @Argentina, Y GRACIAS LIONEL ANDR\\u00c9S MESSI CUCCITINI POR HACERME TAN FELIZ \\ud83c\\udde6\\ud83c\\uddf7\\u2b50\\u2b50\\u2b50 https://t.co/brfrFNRSxZ\""
,"\"Que lindo es saber que hoy, solo hoy el \\u00fanico problema esa saber que foto de Messi poner de fondo de pantalla\""
,"\"Si alguna vez antonela y messi se dejan, ese d\\u00eda dejare de creer en el amor\""
,"\"\\ud83c\\udfc6 LA TERCERA EST\\u00c1 LLEGANDO\\n\\n\\u2b50 Las camisetas con la tercera estrella ya se est\\u00e1n confeccionado \\u00a1Mir\\u00e1 c\\u00f3mo funcionan las m\\u00e1quinas a todo poder!\\n\\n@Argentina #somoscampeonesdelmundo #scaloni #qatar2022 #messi #argentina #argentinacampeondelmundo #mundialqatar2022 https://t.co/V4VETq3NUD\""
,"\"Nunca hab\\u00eda vivido un mundial tan consiente, tan desde el coraz\\u00f3n. Tan lindo fue, no pudo ser de otra manera. Mi \\u00fanico deseo como el de todos era verlo a Messi feliz. Y lo vimos. \\ud83c\\udde6\\ud83c\\uddf7\\u2764\\ufe0f\\u200d\\ud83d\\udd25 te amo Leonel https://t.co/nJJRtoX44Q\""
,"\"@eladiocarry_on es hora de que saques la canci\\u00f3n de Messi con trueno por favorrr\""
,"\"Deja tu la victoria de Messi, Mayos le gan\\u00f3 la serie 3-0 a Naranjeros\""
,"\"Messi tan solo a 9 millones de likes para alcanzar al huevo https://t.co/FLFFnA2jA9\""
,"\"Felicidades Argentina!! \\ud83c\\udfc6\\ud83c\\udfc6Leo Messi el mejor de la historia \\ud83d\\udc10 https://t.co/e7l7xJYONq\""
,"\"Le fui dando like a la publicaci\\u00f3n de Messi desde las 4 cuentas q o no uso o son propias y a medida q lo hac\\u00eda veia que se habian sumado 20k desde mi \\u00faltimo like hac\\u00eda aprox u  minuto DALE QUE LE GANAMOS AL HUEVO\""
,"\"Dibu y messi ko mas grande Cuadro Futbol Messi C/vidrio 30x40 Mundial | LAMOMADECO https://t.co/DPMQgH19P8\""
,"\"Hace 24 horas \\u00e9ramos testigos del mayor acto de justicia deportiva de la historia: Messi, el mejor jugador que el f\\u00fatbol haya presenciado, levantaba ese t\\u00edtulo que le era tan esquivo y nos hac\\u00eda felices a todos. Un momento para la eternidad. Gracias para siempre, capit\\u00e1n.\""
,"\"Uds son muy j\\u00f3venes pero este gobierno en plena pandemia no autoriz\\u00f3 la entrada al pa\\u00eds de 30 respiradores donados por MeSsi.\""
,"\"POR QU\\u00c9 MESSI TIENE LOS PIES TAN LARGOS?\""
,"\"Entre todos los r\\u00e9cords que rompi\\u00f3 Messi en este Mundial, hay uno que creo no se mencion\\u00f3 y es que ayer se convirti\\u00f3, a los 35 a\\u00f1os y 177 d\\u00edas, en el jugador m\\u00e1s veterano en convertir en una final del mundo, superando a Zinedine Zidane (34 a\\u00f1os y 16 d\\u00edas en Alemania 2006) https://t.co/bTWCtWWiV7\""
,"\"Messi con un fan de la tercera edad https://t.co/bmCxKZCT0n\""
,"\"DIOS ES ARGENTINO Y SE LLAMA LEONEL ANDRES MESSI https://t.co/5Kej1JEitE\""
,"\"Scaloni: \\u201cHay que guardarle la 10 a Messi para el pr\\u00f3ximo Mundial\\u201d https://t.co/opNaFeCNvW\""
,"\"Que mas se puede decir gracias por todo capit\\u00e1n!!!\\n#Messi\\ud80c\\udcf5 #SeleccionArgentina @Argentina  @Ieomessiok Gracias equipo. https://t.co/iRVu7Js7A9\""
,"\"La Casa Rosada no es de los gobiernos de turno, sino patrimonio de todos los argentinos, por tal motivo los jugadores deber\\u00edan estar all\\u00ed y los pol\\u00edticos tomarse su dia asueto...  #FIFAWorldCup #Messi\\ud80c\\udcf5 #ArgentinaCampeonDelMundo\""
,"\"Hoy despert\\u00e9 feliz porque se que Messi tiene una copa del mundo\""
,"\"Opino que saquen pal pingo el nombre Kirchner de avenidas, hospitales, calles todo al pingo y le pongamos LEO MESSI \\ud83c\\udde6\\ud83c\\uddf7\\ud83c\\udde6\\ud83c\\uddf7\\ud83c\\udde6\\ud83c\\uddf7\\ud83c\\udde6\\ud83c\\uddf7\\ud83c\\udde6\\ud83c\\uddf7\\ud83c\\udde6\\ud83c\\uddf7\""
,"\"Tarados tengo a MESSI en mi apellido por favor TE AMO LIONEL, MI VIDA ENTERA A TUS PIES\""
,"\"Where is Messi.\\nACA EST\\u00c1 LIONEL ANDR\\u00c9S MESSI SE\\u00d1ORES PORQUE LO SUE\\u00d1OS SE CUMPLEN \\u2728\\ud83c\\udde6\\ud83c\\uddf7 https://t.co/29bqUwE861\""
,"\"Ahora, todav\\u00eda con la piel sensible de tanta emoci\\u00f3n, solo queda cerrar los ojos y descomprimir las tensiones mientras se escucha y se ven las repercusiones de una jornada que se escribi\\u00f3 al instante en los libros de la historia del deporte.\\n\\nhttps://t.co/r1NleEUlnb\""
,"\"cristiano tuvo 10 goles/asistencias en los 5 mundiales que ha jugado \\n\\nmessi tuvo 10 goles/asistencias en este mundial \\n\\npero recu\\u00e9rdense que \\u201ccristiano tiene 6-pack y salta m\\u00e1s alto entonces es mejor\\u201d\""
,"\"Pedidos ya hizo estooo. Y el repartidor es Messi @LionelMessi0K !!! Y el pedido es nada m\\u00e1s ni nada menos que la Copa del Mundo 2022 \\ud83e\\udd7a https://t.co/EYwHJrVzuW\""
,"\"\\ud83d\\udca5\\u00a1Nuevo episodio de El Testarazo!\\ud83d\\udca5\\n\\n1\\u20e3 Reacci\\u00f3n Argentina campeona\\n2\\u20e3 \\ud83d\\udc2b I\\u00f1aki Angulo monta en camello \\n3\\u20e3 Mejores an\\u00e9cdotas Leo Messi\\n4\\u20e3 Mejores an\\u00e9cdotas Juan Benaite\\n\\n\\u27a1\\ufe0f https://t.co/QEzmsdEyTh https://t.co/y6vBQ8mHLp\""
